0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.054122984,0.16947359,0.39601445,0.45967132,0.34363502,0.3134495,0.75520855,0.91825783,0.8913462,0.78056157,0.15541804,0.9614668,0.13282299,0.020533144,0.98355985,0.9227679,0.18780595,0.40550733,0.69836456,0.3352071,0.28985614,0.40610266,0.96158636,0.6364166,0.8965328,0.75370604,0.19787192,0.3635074,0.96600217,0.44814348,0.51304406,0.54435694,0.5832722,0.0755074,0.005013287,0.4945119,0.59893006,0.3538481,0.42470574,0.9927249,0.7787442,0.38862157,0.28937536,0.9737451,0.6468891,0.27650762,0.15403908,0.6603147,0.41572684,0.4972058,0.6078418,0.11060369,0.48461163,0.46879858,0.71895075,0.66112787,0.54247636,0.17382395,0.9111141,0.6073477,0.54836816,0.088775456,0.82883906,0.9112898,0.9490087,0.8568728,0.23788339,0.35201442,0.8381488,0.03885734,0.7181574,0.48263562,0.46382713,0.22684306,0.8426003,0.7317917,0.80548066,0.7076791,0.91970086,0.4052549,0.28219116,0.7276806,0.36897063,0.824032,0.17018336,0.27272934,0.63598526,0.3345272,0.26548326,0.43146008,0.197178,0.9403362,0.15749729,0.6875388,0.5825425,0.635601,0.2031706,0.44645238,0.048357308,0.6690535
0.908975,0.03421873,0.37716293,0.7631006,0.9603087,0.02182138,0.28744358,0.026040673,0.63756526,0.4778095,0.22276908,0.58112353,0.20003188,0.67067015,0.020047903,0.7674974,0.607508,0.14845222,0.7372515,0.50377434,0.74080426,0.100070834,0.6538397,0.7239955,0.052523553,0.79398435,0.018707693,0.805184,0.88043106,0.98246855,0.14579642,0.39083117,0.59167963,0.7094399,0.111204684,0.80957955,0.30652654,0.49145448,0.63772357,0.7110809,0.030576527,0.700186,0.44688267,0.9293538,0.32098156,0.16689885,0.55321455,0.86982703,0.10851371,0.65289986,0.55609614,0.90413284,0.5418994,0.22265422,0.38082314,0.42715758,0.03120172,0.42373866,0.038482964,0.052076697,0.717966,0.65408933,0.82005376,0.6127956,0.32759595,0.46674562,0.3447435,0.077524364,0.30325156,0.4270354,0.34526265,0.8078272,0.07573801,0.78814584,0.798654,0.70957464,0.17307162,0.28218544,0.026092112,0.93479997,0.8920662,0.7947907,0.64707583,0.11392468,0.105837524,0.7342199,0.3752132,0.52354175,0.82105744,0.62907046,0.6070792,0.76185083,0.361642,0.90648866,0.7871176,0.0021325946,0.10092491,0.3053599,0.081146955,0.78486735
0.7006446,0.20728219,0.2547809,0.061458826,0.18111396,0.054251075,0.47485942,0.7741226,0.45506555,0.08860725,0.19579756,0.9804135,0.38419265,0.28393072,0.76935476,0.104836345,0.4938891,0.5205124,0.8430292,0.1424244,0.657668,0.5423753,0.70482576,0.83480996,0.2183358,0.8070472,0.9762859,0.3566119,0.09708929,0.2538514,0.56790763,0.12595099,0.3724951,0.42871928,0.6564197,0.6068599,0.114886224,0.5045484,0.14461976,0.9491268,0.8901218,0.3104853,0.88181084,0.24671423,0.315525,0.3340206,0.16039765,0.67107165,0.35586298,0.42114872,0.08130741,0.9666296,0.7634593,0.40571344,0.6564756,0.12361246,0.15964663,0.20734304,0.24031943,0.89262545,0.5734125,0.52596325,0.17553794,0.8015539,0.7068472,0.85683316,0.04464048,0.02576375,0.032974303,0.00017279387,0.29346967,0.3018322,0.4589103,0.020533383,0.47114718,0.01403904,0.025013983,0.62449217,0.35411388,0.4072706,0.49446732,0.86522377,0.40386462,0.1650852,0.15673208,0.30339867,0.0866887,0.6761499,0.048230946,0.60883504,0.6306466,0.9824102,0.79157734,0.96469206,0.0079933405,0.024285376,0.19861555,0.646052,0.58916205,0.33294737
0.3857628,0.99332714,0.40364975,0.81328034,0.23153794,0.6919435,0.74119097,0.9496945,0.86486614,0.05471748,0.49324822,0.41742396,0.31070304,0.84054154,0.5553575,0.20819104,0.5644203,0.8166657,0.92755675,0.60266674,0.46651244,0.75680745,0.95768094,0.8359015,0.7669478,0.8210277,0.6592761,0.2303254,0.0013009906,0.750996,0.07836473,0.62244666,0.09597957,0.58238345,0.61374784,0.11883414,0.06559855,0.61010146,0.90641016,0.54958594,0.34350777,0.51449907,0.77612776,0.91303194,0.94539,0.6305441,0.96009594,0.7809008,0.15848374,0.77425927,0.31182992,0.014071286,0.40405363,0.33544004,0.9129016,0.49221975,0.34918004,0.90276134,0.9156927,0.82811016,0.4039293,0.381967,0.32436395,0.5586485,0.6322217,0.81269544,0.26612335,0.8915682,0.4259568,0.46198004,0.41649854,0.95699024,0.53775036,0.8646741,0.10132921,0.81878334,0.8473753,0.12746489,0.8059841,0.75732774,0.5316508,0.5558827,0.23180223,0.8987617,0.6315231,0.85486466,0.30866158,0.9530455,0.29274964,0.059870243,0.22673541,0.7566488,0.022663116,0.10961145,0.7341341,0.28922588,0.8921508,0.81078696,0.6438608,0.6120574
0.17977446,0.1582585,0.14975965,0.8804771,0.5466155,0.97631824,0.51627636,0.98431146,0.5739138,0.32857925,0.7455551,0.16479492,0.044400036,0.21879268,0.28301495,0.34182495,0.4230606,0.2716881,0.8590698,0.2821195,0.31098044,0.15803778,0.73242223,0.968639,0.34079194,0.5766806,0.9661293,0.11721736,0.336147,0.7335531,0.6713741,0.6808834,0.011153042,0.5884921,0.5502766,0.998698,0.96705943,0.602716,0.71266603,0.92051125,0.09416884,0.057075977,0.8088333,0.71220535,0.64447653,0.7736908,0.13821155,0.4037097,0.43545604,0.28352165,0.5907468,0.5783463,0.67475367,0.8686647,0.11476451,0.7091995,0.0004685521,0.6696047,0.76240844,0.42934543,0.5376099,0.36334366,0.8083026,0.97782546,0.9568205,0.39884156,0.85773575,0.010884643,0.45574343,0.9301056,0.045186162,0.011665702,0.9078049,0.94745606,0.23098356,0.121712685,0.59588265,0.54494834,0.05263865,0.60697883,0.647554,0.3747248,0.29430872,0.23201424,0.6543158,0.877725,0.020731091,0.11601943,0.090978265,0.4623024,0.6775698,0.938867,0.81107634,0.73015267,0.50350636,0.017021596,0.39955252,0.73658586,0.72131646,0.7519025
0.86684585,0.8290869,0.98819613,0.9229427,0.2546543,0.39364463,0.8284399,0.7520005,0.56910884,0.6564683,0.55897844,0.9143323,0.6444682,0.51991665,0.3018644,0.9641325,0.005471945,0.864599,0.27004832,0.36885297,0.806843,0.36015904,0.7744173,0.17399472,0.535771,0.3194747,0.24006706,0.8675718,0.23881763,0.33220845,0.3727342,0.3080343,0.89551455,0.37520164,0.5427234,0.0018796921,0.7977862,0.236898,0.71439064,0.07067102,0.59226996,0.6902018,0.24258387,0.8487196,0.9438721,0.86636645,0.90017134,0.4215834,0.07091254,0.5415931,0.1603285,0.30482602,0.92010313,0.3291149,0.29492497,0.5038121,0.29566634,0.75590086,0.3389991,0.19930834,0.3338614,0.49798143,0.77428365,0.6825591,0.988156,0.5344048,0.42694122,0.39581287,0.6820239,0.055954278,0.36297506,0.5593591,0.06584126,0.5696854,0.34398025,0.76159173,0.9189188,0.520945,0.8839024,0.4066257,0.9410804,0.5022513,0.9054282,0.6285231,0.8514934,0.9775486,0.04397708,0.9794313,0.090794384,0.76210374,0.046837866,0.85408884,0.39286155,0.23503834,0.21382558,0.7422822,0.11092317,0.93495905,0.97183603,0.56084573
0.78145117,0.53493005,0.92315024,0.82685626,0.5698046,0.6454234,0.41144854,0.65016973,0.07475531,0.99675447,0.385763,0.5219904,0.3127461,0.08554095,0.3745172,0.78064024,0.59598,0.13100082,0.21891028,0.29303676,0.4788291,0.25836104,0.8347263,0.6280355,0.75328803,0.17741418,0.5313035,0.77219343,0.4453106,0.37982047,0.12048584,0.8383612,0.79698145,0.2955891,0.5488169,0.74094313,0.80823654,0.11924213,0.15179378,0.53563386,0.636544,0.004952252,0.6655819,0.48026603,0.3374995,0.27667964,0.41607952,0.115796864,0.89151865,0.6073894,0.2817816,0.4842131,0.06393933,0.42735207,0.49122053,0.12841976,0.65004325,0.06238234,0.3618517,0.25538749,0.15039688,0.8113395,0.85031164,0.21870136,0.5113779,0.35512275,0.30183935,0.1724472,0.24595582,0.15255982,0.91696763,0.046889126,0.6521166,0.19949776,0.9952265,0.9617121,0.7785922,0.008905947,0.023482263,0.35254192,0.38186175,0.8307434,0.56107897,0.81063765,0.67035687,0.15894675,0.5600961,0.42743474,0.36133087,0.7083958,0.2837298,0.9724157,0.27390075,0.84794146,0.053425908,0.9031816,0.28087342,0.6074537,0.8031932,0.74726427
0.6940602,0.54744565,0.62217623,0.006513357,0.7547657,0.80346334,0.72121507,0.6777805,0.02376759,0.81752515,0.8326335,0.30968994,0.431576,0.4658695,0.7916188,0.013697386,0.45877266,0.36269337,0.94522214,0.9925984,0.7126898,0.3749017,0.9736108,0.6195632,0.52364,0.003963053,0.7016756,0.29015934,0.025012732,0.9411695,0.09849602,0.86178637,0.13626903,0.20716327,0.93050635,0.45016128,0.9456101,0.12782401,0.4493739,0.63070667,0.4104427,0.8569095,0.8850915,0.22978073,0.27982748,0.33104837,0.47882617,0.26799762,0.66145563,0.1584515,0.25859672,0.15169394,0.06387997,0.93787396,0.63325864,0.9218278,0.79111296,0.5012189,0.20023328,0.32230753,0.7995572,0.7087475,0.6504033,0.3322233,0.7912279,0.47489548,0.10444164,0.032129824,0.6646944,0.16144913,0.2751037,0.2986632,0.7720577,0.3782854,0.6808687,0.47099137,0.74612546,0.12680036,0.27128857,0.628213,0.95461583,0.72464764,0.16763335,0.4757818,0.9959083,0.85684544,0.5115203,0.87912494,0.25357085,0.17831051,0.79719317,0.6276711,0.83777255,0.44404894,0.7035247,0.24151379,0.12614489,0.66264534,0.15724999,0.9147871
0.035141885,0.38523746,0.3136493,0.37025464,0.25849277,0.4175316,0.44612348,0.4523846,0.3257944,0.9080504,0.94997805,0.93088233,0.79152447,0.34510982,0.61393684,0.69578207,0.96921504,0.2540111,0.6592243,0.826785,0.46357936,0.7245965,0.7284377,0.051888704,0.097344875,0.56067526,0.86247873,0.2170335,0.5913558,0.9393694,0.89824843,0.12559569,0.28994715,0.69324327,0.01718527,0.9673776,0.9513889,0.2732007,0.221901,0.71425986,0.9539631,0.33935046,0.31759,0.9052291,0.6707072,0.64158124,0.97163284,0.0073961616,0.8972316,0.5363574,0.22682899,0.17334563,0.08051866,0.2612028,0.17212522,0.4619885,0.5033565,0.33484083,0.3703552,0.4092278,0.5387054,0.64702106,0.9292434,0.3349766,0.05280447,0.14970422,0.053001285,0.38582665,0.1427306,0.50244075,0.16117829,0.3370852,0.2636764,0.8516483,0.050263107,0.9379356,0.9827652,0.8814891,0.13841778,0.039418817,0.21776706,0.45476037,0.59693533,0.42038918,0.64807814,0.32802302,0.52426356,0.9860759,0.6533493,0.7608194,0.08698529,0.7990224,0.04909414,0.5690849,0.45614904,0.07136732,0.60715634,0.8528406,0.6320008,0.5870085
0.20476234,0.7431928,0.45351362,0.09063512,0.49010295,0.091094494,0.97632164,0.61753166,0.14873934,0.2566902,0.38767964,0.34100503,0.14431638,0.52561784,0.8408677,0.98514354,0.17927521,0.6657405,0.46797317,0.84569556,0.78795934,0.579245,0.7157647,0.6372511,0.21959782,0.6758984,0.8001601,0.675372,0.6676847,0.08962226,0.63926816,0.032930136,0.3769034,0.36862278,0.40614122,0.34601986,0.7963365,0.907714,0.67505693,0.1308046,0.1449908,0.80884516,0.85423124,0.8790405,0.82039183,0.057261825,0.6904405,0.7745673,0.7864946,0.56745774,0.08809054,0.8894894,0.639105,0.3357584,0.23685986,0.7021916,0.63996273,0.17999196,0.965946,0.563334,0.72230244,0.6439621,0.059640765,0.3076775,0.13882166,0.4179055,0.4956712,0.5721195,0.88825154,0.050016105,0.27213913,0.50263786,0.82051724,0.32800454,0.46154046,0.46712232,0.4303426,0.09062868,0.9125838,0.355811,0.4575191,0.31862438,0.7888632,0.83248127,0.42037958,0.18340409,0.021693766,0.69529426,0.699963,0.6907737,0.52080476,0.6546835,0.5161162,0.6980746,0.3562743,0.98734564,0.04172969,0.31703222,0.048766494,0.703483
0.06634599,0.07551402,0.87328345,0.19722962,0.74099016,0.5830881,0.55159855,0.7736851,0.6414053,0.68481946,0.9666642,0.7234856,0.14392203,0.8600395,0.5660066,0.46000296,0.5846052,0.6788968,0.7868203,0.9651208,0.40293235,0.28151232,0.9897665,0.036022067,0.907048,0.4385743,0.47955108,0.89797515,0.64177495,0.60036284,0.55064267,0.081792414,0.2762409,0.5948764,0.7317679,0.5001064,0.023563623,0.98686916,0.084706366,0.43342233,0.59109885,0.12543356,0.9476819,0.9940423,0.96600354,0.8645099,0.95009637,0.40216768,0.5272635,0.768183,0.38174433,0.75997883,0.26313585,0.7592399,0.5199262,0.5602536,0.279665,0.40888548,0.2434128,0.7041383,0.15112251,0.9298826,0.94359267,0.9574687,0.62261015,0.33347285,0.11886418,0.49332893,0.7904734,0.8766174,0.7943762,0.41929644,0.28736687,0.9017394,0.7915301,0.4523275,0.8735175,0.854812,0.41232932,0.0154953,0.054121256,0.0013754964,0.0793013,0.59655195,0.42477453,0.6253874,0.4205662,0.32301766,0.4004963,0.5189383,0.6309367,0.41163892,0.92216635,0.0148255825,0.7386944,0.94596744,0.113603115,0.38620853,0.6605059,0.90549016
0.28503346,0.2121368,0.14976454,0.6835945,0.30616558,0.45525438,0.9511517,0.05716473,0.8324462,0.34539413,0.47821224,0.8255864,0.578163,0.88297826,0.76551884,0.31580132,0.9566279,0.025243402,0.17850304,0.92942154,0.10308087,0.21730334,0.7469314,0.18566519,0.3415889,0.2327252,0.53211343,0.32718825,0.61172086,0.847713,0.5285232,0.29766244,0.3969764,0.55858856,0.26516497,0.6605253,0.9634918,0.6380953,0.87925106,0.58919525,0.03102827,0.2025525,0.7927667,0.2627955,0.06676173,0.4367057,0.75666606,0.5196735,0.65667,0.34045273,0.37460667,0.11172944,0.05439955,0.28812844,0.7475892,0.8976209,0.80438596,0.09288204,0.1813553,0.55187076,0.04280132,0.94324315,0.030922413,0.6607799,0.20773286,0.043944478,0.011814773,0.5506024,0.4086256,0.74805945,0.243182,0.6704835,0.6868612,0.046393514,0.039634407,0.47887748,0.59993696,0.3443905,0.6921322,0.5606888,0.09035629,0.20340788,0.7735863,0.031109512,0.21146673,0.52132624,0.56802016,0.86732256,0.1895222,0.90111226,0.10485047,0.39122504,0.026670635,0.8630788,0.12501025,0.4213658,0.037213445,0.3681301,0.3174011,0.07992643
